generic_name,unit,auto_calculate,route,reference_regimen,warnings,source_name,source_edition,source_ref
zidovudine,mg,no,IV inf,Initial strength: 10mg /ml. Diluents: D5W. Final concentration (IVP/IVPB): NA IVP / 2mg/ml IVPB. Standard preparation: 200mg/ 100ml D5W. Maximum concentration: 4mg/ml. Preparation at maximum concentration: 200mg/50ml D5W. Vial stability (RT/Ref): NA RT / NA Ref. Premixed stability (RT/Ref): 8 hr RT / 24hr Ref. Rate of administration: IVP: NA IVP / IVPB: 60 min IVPB.,"Special conditions: IV bolus, IM and rapid IV infusion should be avoided | Monitoring: CBC Platelet LFT MCV, SERUM CREATI NIN KINASE, viral load, CD4 | Y-site compatibility: Compatibility: Acyclovir sodium, Allopurinol, Amikacin sulfate, Amphotericin Betc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.30
abciximab,mg,no,IVP IV inf,Initial strength: 2mg / ml. Diluents: D5W NS. Reconstitution volume: 5 ml. Final concentration (IVP/IVPB): Undiluted / 40mcg/ml. Standard preparation: 10mg/ 250ml D5W 10mg/ 250ml NS 7.2 mg in 250 mL (concentration: 28.8 mcg/mL) or 9 mg in 250 mL (concentration: 36 mcg/mL) of D5W or NS. Maximum concentration: 40mcg/ml. Preparation at maximum concentration: 10mg/ 250ml D5W 10mg/ 250ml NS. Vial stability (RT/Ref): Discard after use. Premixed stability (RT/Ref): 12 hrs / 12 hrs. Rate of administration: IVP: 1 min / IVPB: 10mcg/ min for 12 hr.,"Special conditions: Use sterile, non-pyrogenic, low protein- binding 0.2-0.22 um filter Should be administered in a separate intravenous line, no other medication should be added to the infusion solution Do not shake the vial. | Monitoring: aPTT PT CBC Plt | Y-site compatibility: Adenosine, atropine sulfate, bivalirudin, fentanyl, metoprolol, midazolam","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.32
adenosine,mg,no,IVP,"Initial strength: 3mg/ml. Diluents: D5W NS. Final concentration (IVP/IVPB): undiluted. Rate of administration: IVP: 1-2 sec, but when using aden osine for stress testin g the rate will be for 6 mint.",Special conditions: follow bolus IV injection with rapid 20 ml NS flush -IM not recommended -physician required at beds | Monitoring: ECG HR BP | Y-site compatibility: combatability: Abciximab,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.32
alteplase,mg,no,IVP IV ing,Strength (name column): 50 mg. Initial strength: 1 mg/ml. Diluents: NS. Reconstitution volume: SWFI 50 ml. Final concentration (IVP/IVPB): 1 mg/ml Concentratio n (0.1 mg/ml) 25mg/250ml 50 mg/ 500 ml Concentratio n (0.2 mg/ml) 50 mg/ 250ml IVP / 0.5 mg/ml 0.1mg/ml 0.2mg/ml IVPB. Standard preparation: 50 mg/100 ml NS. Maximum concentration: 1mg/ml. Preparation at maximum concentration: 50 mg/50ml SWFI. Vial stability (RT/Ref): 8 hrs RT / 8 hrs Ref. Premixed stability (RT/Ref): 8 hrs RT / 8 hrs Ref. Rate of administration: IVP: 1-2 mint IVP / IVPB: 30 mint - 3 hrs IVPB.,"Special conditions: -Alteplase is incompatible with Gluc solution -Gently swirl the vial (do not shake) to dissolve the drug -Use polyvinyl chloride (PVC) bags or glass vials | Monitoring: -ECG -Heart rate -Blood pressure -Bleeding assessmen t Fibrinoge n level Prothrom bin times | Y-site compatibility: Lidocaine, metoprolol","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.32
amphotericin b,mg,no,IV inf,Initial strength: 5mg/ ml. Diluents: D5W. Reconstitution volume: 10 ml SWFI Preservativ e free only. Final concentration (IVP/IVPB): 0.1mg/ ml. Standard preparation: Premixed: 50mg/ 500ml D5W 300 mg/ 240 ml 350 mg /280 ml 400 mg/ 320 ml. Maximum concentration: 0.25mg / ml Use central line. Preparation at maximum concentration: 50mg/ 200ml D5W. Vial stability (RT/Ref): 24 hrs / 7 days. Premixed stability (RT/Ref): 24 hrs / 2 days. Rate of administration: IVPB: 4-6 hrs.,"Special conditions: Protect from light IM is not recommended Do not filter Bolus infusion of NS immediately preceding and following amphotericin B may reduce drug induce nephrotoxicity It should be protected from freezing in-line filter that is ≥1 micron may be used. | Monitoring: CBC LFT Fever,chil ls,rigors KFT K and MG levels | Y-site compatibility: Compatibility: AmiodaroneHCL, diltiazem HCL,doripenem,z idovudine….etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.34
amphotericin b lipid complex,mg,no,IV inf,Initial strength: 5mg/ml. Diluents: D5W. Final concentration (IVP/IVPB): NA IVP / 1mg/ml IVPB. Standard preparation: Premixed: 100mg/ 100ml D5W. Maximum concentration: 2mg/ml. Preparation at maximum concentration: Premixed: 200mg/ 100ml D5W. Vial stability (RT/Ref): NA RT / 2day Ref. Premixed stability (RT/Ref): 6 hrs RT / 2day Ref. Rate of administration: IVP: NA IVP / IVPB: 2.5 mg/kg/hr or 2 hrs IVPB.,"Special conditions: Protect from light Don’t mix with saline or drugs or electrolyte Invert infusion container several times prior administration and every 2hrs during infusion Do not filter Flush with D5W before inf It should be protected from freezing in-line filter that is ≥1 micron may be used | Monitoring: LFT KFT CBC K and MG levels | Y-site compatibility: Compatibility: Anidulafungin,do ripenem,telavanci n HCL","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.34
amphotericin b liposomal,mg,no,IV inf,Initial strength: 4mg/ml. Diluents: D5W. Reconstitution volume: 12 ml SWFI Preservative free only Shake the vial vigorously for 30 sec. Final concentration (IVP/IVPB): 1mg/ml. Standard preparation: Premixed: 50mg/50ml D5W. Maximum concentration: 2mg/ml. Preparation at maximum concentration: 100mg/50ml D5W. Vial stability (RT/Ref): 24 hrs. Premixed stability (RT/Ref): 6 hrs. Rate of administration: IVPB: 2.5 mg/kg/hr or 1-2 hrs.,"Special conditions: It should be protected from freezing Protect from light Don’t mix with saline or drugs or electrolyte Do not filter Flush with D5W before inf in-line filter that is ≥1 micron may be used. | Monitoring: LFT KFT CBC K and MG levels | Y-site compatibility: Compatibility: Anidulafungin,do ripenem","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.35
atracurium,mg,no,IVP IV inf,Strength (name column): 50mg/5ml. Initial strength: 10mg/ ml Iv push. Diluents: D5W NS. Final concentration (IVP/IVPB): 10mg/ml undiluted / 0.5 mg/ml Contenous infusion. Standard preparation: Premixed: 50mg/100ml NS 50mg/100ml D5W. Maximum concentration: 0.5 mg/ml. Preparation at maximum concentration: Premixed: 50mg/100ml NS 50mg/100ml D5W. Premixed stability (RT/Ref): 24 hrs / 24hrs. Rate of administration: IVP: 1 mint / IVPB: 2.5-20 mcg/kg/min t.,"Special conditions: -stored under refrigeration and protected from freezing -Don't mix atracurium with alkaline solution -IM not recommended | Monitoring: Vital signs -Degree of muscle relaxation via periphera l nerve stimulator and presence of spontaneo us movement -KFT when in ICU -LFT when in ICU | Y-site compatibility: Amiodarone HCL,Cefazolin Na, Cefuroxime ….etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.35
bretylium tosylate,mg,no,IVP IV inf,Initial strength: 50 mg/ml. Diluents: NS D5W. Final concentration (IVP/IVPB): Undiluted IVP / 4 mg/ml IVPB. Standard preparation: 1gm/250 ml NS 1gm/250 D5W. Maximum concentration: 10mg/ml. Preparation at maximum concentration: 1gm/100ml NS 1gm/100ml D5W. Vial stability (RT/Ref): immedia tely RT / NA Ref. Premixed stability (RT/Ref): 2 day RT / 7 day Ref. Rate of administration: IVP: 1 mint IVP / IVPB: 1-2 mg/mint IVPB.,Special conditions: -do not freeze -IM injection in adult should not Exceed 5ml per site -administer while patient supine | Monitoring: -ECG -Heart rate -Blood pressure -Cardiac monitorin g | Y-site compatibility: Compatibility: No information,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.35
digoxine,mg,no,IVP IV inf,Strength (name column): 500 mcg/2ml. Initial strength: 100mcg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted 250mcg/ ml / 5mcg/ ml Or in 50 ml. Standard preparation: 0.25mg/ 50ml D5W 0.25gm/ 50ml NS. Maximum concentration: Four fold dilution. Preparation at maximum concentration: Premixed: 0.5mg/ 50ml D5W 0.5gm/ 50ml NS. Vial stability (RT/Ref): Use fresh. Premixed stability (RT/Ref): 24 hrs. Rate of administration: IVP: ≥ 5 min / IVPB: 10-20 min.,"Special conditions: Protect vial from light | Monitoring: Serum K Apical Pulse daily | Y-site compatibility: Bivalirudin, ciprofloxacin, cisatracurium, linezolid…etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.36
dobutamine,mg,no,IV inf,Strength (name column): 250mg/20ml. Initial strength: 12.5 mg/ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 2mg/ml. Standard preparation: Premixed: 500mg/ 250ml D5W. Maximum concentration: 5mg/ml. Preparation at maximum concentration: 250mg/50ml D5W 250mg/50ml NS. Premixed stability (RT/Ref): 24hrs / Use fresh. Rate of administration: IVPB: 2-40 mcg/kg/min t Continuous infusion.,"Special conditions: -IM not recommended -Correct hypovolemia prior dobutamine administration -Use infusion Pump | Monitoring: -BP -ECG -Heart rate -Serum K -Urine output -CVP, RAP, MAP,SV R, PCWP | Y-site compatibility: atracurium, ciprofloxacin, cisatracurium, dopamine…etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.36
dopamine,mg,no,IV inf,Strength (name column): 200mg/5ml. Initial strength: 40mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): NA IVP / 1.6mg/ml IVPB. Standard preparation: 400mg/ 250ml NS 400mg/ 250ml D5W. Maximum concentration: 3.2mg/ml 6.4mg/ml D5W. Preparation at maximum concentration: Premixed: 800mg/250ml D5W. Vial stability (RT/Ref): NA RT / NA Ref. Premixed stability (RT/Ref): Use fresh RT / 24 hrs Ref. Rate of administration: IVP: NA IVP / IVPB: 2-50 mcg/kg/min t Continuous infusion IVPB.,"Special conditions: -IM not recommended - Concentrations greater than 3.2 mg/mL must be given via a central line -use volumetric infusion device -Protect from light | Monitoring: -Urine output -Serum CL - CVP, RAP, MAP, SVR, PCWP -Blood pressure -ECG -Heart rate - Periphera l perfusion | Y-site compatibility: Adrenaline aminophylline, atracurium, aztreonam, ceftazidime, chloramphenicol sodium…etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.36
epinephrine,mg,no,IV inf IVP,"Strength (name column): 1mg/ml, (0.1mg/ml prefilled syringe). Initial strength: 1mg/ml 0.1 mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 0.1mg/ml (1mg/ 10ml) / 4mcg/ ml. Standard preparation: 1mg/ 250ml D5W 1mg/ 250ml NS. Maximum concentration: 0.08mg/ ml. Preparation at maximum concentration: 8mg/ 100ml D5W 8mg/ 100ml NS Central line. Premixed stability (RT/Ref): 24 hrs / 24 hrs. Rate of administration: IVP: 2–3 minu tes into a centr al vein if perip heral vein is used, flush imme diatel y after ward s with 20 mL NaCl 0.9% / IVPB: 1-10 mcg/kg/ mint Continuous infusion.","Special conditions: Can be given central or peripheral followed by 20ml NS flush of IV fluid -IVP for specialist use only if the IM route is ineffective -Protect from light IV and IM routes preferred methods of administration in pediatric | Monitoring: BP HR Tissue necrosis Watch skin for signs of vasoconst riction | Y-site compatibility: atracurium, calcium chloride, cisatracurium, clonidine, dobutamine..etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.37
esmolol,mg,no,IV inf IVP,Strength (name column): 100mg/10ml. Initial strength: 10mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 10mg/ml / 10mg/ ml Continuous infusion. Standard preparation: Premixed: 2.5g/ 250ml D5W 2.5g/ 250ml NS. Maximum concentration: 20mg/ ml. Preparation at maximum concentration: 2g/ 100ml D5W 2g/ 100ml NS Continuous infusion. Premixed stability (RT/Ref): 24 hrs / 24 hrs. Rate of administration: IVP: 500m cg/kg / mint Bolus follo wed by infusi on / IVPB: ≤ 200mcg/ kg/ min.,"Special conditions: IM not recommended - Concentrations >10 mg/mL are associated with more severe vein irritation and phlebitis | Monitoring: HR BP Respirato ry rate | Y-site compatibility: Amikacin, aminophylline …etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.37
fentanyl,mg,no,IV P IV inf,Initial strength: 100mcg/ ml. Final concentration (IVP/IVPB): Undiluted 50mcg/ml IVP / 20 mcg/ml Epidural 2 mcg/ ml PCA 10 mcg/ml IVPB. Standard preparation: 1000mcg/50ml. Maximum concentration: 50mcg/ml. Preparation at maximum concentration: 50mcg/ml. Vial stability (RT/Ref): Use fresh RT / NA Ref. Premixed stability (RT/Ref): 20mcg/ ml in NS 30d < 20mcg/ mlin NS 24hr RT / 20mc g/ml in NS 30d < 20 mcg/ mlin NS 24hr Ref. Rate of administration: IVP: 3-5 min IVP / IVPB: 50mcg- 100mcg/h r IVPB.,"Special conditions: Can be give IM | Monitoring: Resp. function Cardio function BP Sign of addiction | Y-site compatibility: Compatibility: Abciximab, Acyclovir sodiumAlprostadi l, Anidulafungin …etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.37
heparine,unit,no,IV inf,Initial strength: 5000 IU/ ml 25000 IU/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 100 IU/ ml. Standard preparation: Premixed: 25000U/ 250ml D5W 25000U/ 250ml NS. Maximum concentration: 200 IU/ ml. Preparation at maximum concentration: 50000U/ 250ml D5W 50000U/ 250ml NS. Vial stability (RT/Ref): 30 Days. Premixed stability (RT/Ref): 24 hrs / 24 hrs. Rate of administration: IVPB: Titrate according to aPTT or PT.,"Special conditions: -Diluted solutions must always be inverted at least 6 times during mixing to ensure distribution of drug. | Monitoring: BP aPTT PT INR Platelet count Signs of bleeeding | Y-site compatibility: Furosemide, linezolid, metoclopramide","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.38
human soluble insuline regular,mg,no,IV inf SC,Initial strength: 100U/ ml. Diluents: NS. Final concentration (IVP/IVPB): 0.1- 1U/ ml. Standard preparation: 100U/ 100ml NS. Maximum concentration: 1U/ ml. Preparation at maximum concentration: 100U/ 100ml NS. Vial stability (RT/Ref): 30 Days. Premixed stability (RT/Ref): 24 hrs / 24 hrs. Rate of administration: IVPB: Titrate depend on Blood Glucose.,"Special conditions: Regular insulin can be given IV or SubQ -Up to 4.2 units/kg/h were required occasionally in hyperglycemic very LBW neonates (<1000 g) during first 2 weeks of life -In DKA, some endocrinologists do not use more than 3 units/h in children | Monitoring: Blood Glucose level | Y-site compatibility: Co- administration of drugs is not recommended because of the risk of inadvertently affecting insulin infusion rate","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.38
ketamine,mg,no,IVP IV inf,Strength (name column): 10mg/ml. Initial strength: 10mg/ ml 50mg/ ml 100mg/ml. Diluents: SWFI D5W NS. Final concentration (IVP/IVPB): Dilute to 1mg/ ml / 1mg/ ml. Standard preparation: 500mg/ 500ml D5W 500mg/ 500ml NS. Maximum concentration: 2mg/ ml. Preparation at maximum concentration: 500mg/ 250ml D5W 500mg/ 250ml NS. Vial stability (RT/Ref): Discard after use. Rate of administration: IVP: ≥ 1 min / IVPB: 0.1-0.5mg/ min.,"Special conditions: -Protect vial from light -the 100 mg/ ml concentration should not be administered I.V. unless properly diluted with an equal volume of SWFI ,NS,or D5W | Monitoring: BP HR Respirato ry depressio n","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.38
labetalol,mg,no,IVP IV inf,Strength (name column): 5mg/ml. Initial strength: 5mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted IVP / 1mg/ ml IVPB. Standard preparation: 100mg/ 100ml NS Premixed 100mg/ 100ml D5W. Maximum concentration: 2mg/ ml. Preparation at maximum concentration: 100mg/ 50ml NS Premixed 100mg/ 50ml D5W. Vial stability (RT/Ref): Use fresh RT / NA Ref. Premixed stability (RT/Ref): Use fresh RT / 24hrs Ref. Rate of administration: IVP: 10 mg/ mint IVP / IVPB: Continuous Infusion IVPB.,"Special conditions: -Patients must be kept in a supine position during administration because a substantial fall in blood pressure may occur upon standing -Protect from light | Monitoring: BP -Pulse -LFT Respirato ry function -Infusion site every 30 mint | Y-site compatibility: Adrenaline, amikacin, aminophylline, ampicillin, calcium …etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.38
lidocaine,mg,no,IVP IV inf,Strength (name column): 1% Vial 2%vial 1% prefilled syringe 2% prefilled syringe Premixed bag 2gm/500ml D5W 20% viale. Initial strength: 1% vial and syringe 10mg/m l 2%viale and Syringe 20mg/m l Premixed bag 4mg/ml 20% vial 200mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 10mg/ ml 20mg/ ml / 1-4mg/ ml. Standard preparation: 1g/ 500ml D5W 1g/ 500ml NS Premixed 2gm/500ml D5W. Maximum concentration: 8mg/ ml. Preparation at maximum concentration: 2g/ 250ml D5W 2g/ 250ml NS. Vial stability (RT/Ref): Use fresh. Premixed stability (RT/Ref): 24 hrs / 24 hrs. Rate of administration: IVP: 25-50 mg/ min i.e. give 1% inject ion at 2.5-5 mL/ mint; give 2% inject ion at 1.25 - 2.5 mL/ mint / IVPB: Infusion.,"Special conditions: -Use infusion Pump - Products containing adrenaline (epinephrine) or preservatives must not be given by IV injection or infusion -8 mg/mL in D5W has been used in fluid-restricted patients -Too rapid injection can cause seizure -10% and 20% concentrated solutions must not be administered without proper dilution | Monitoring: -ECG Respirato ry function -Blood pressure -Vital signs -State of conscious ness | Y-site compatibility: Alteplase, bivalirudin, cisatracurium, ciprofloxacin, dobutamine, dopamine….etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.39
magnesium sulfate,mg,no,IVP IV inf,Strength (name column): 50% 1gm(8mEq)/2ml 10%(0.8mEq/ml) 2gm20ml. Initial strength: 500mg/ ml 4meq/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): 0.8 mmol/mL (i.e. a maximum concentratio n of 20%) IVP / 10-20mg/ ml IVPB. Standard preparation: 1g/ 50ml D5W 1g/ 50ml NS 1g / 100 ml D5W 1g/100ml NS. Maximum concentration: 40mg/ ml. Preparation at maximum concentration: Premixed 2g/ 50ml D5W 2g/ 50ml NS. Vial stability (RT/Ref): Use fresh RT / NA Ref. Premixed stability (RT/Ref): Use fresh RT / 24 hrs Ref. Rate of administration: IVP: 0.6 mmol /minu te given over 5–15 minu tes IVP / IVPB: ≤150mg/ mint IVPB.,"Special conditions: May administer IM 20% or 50% conc may be used for adult and dilution to ≤ 20% solution is recommended for children -IVP must diluted first and not be giving faster than 150mg/mint -Maximal rate of infusion 2g/hrs to avoid hypotension Neonates: 25–50 mg magnesium sulfate/kg 8–12 hours for two or three doses -1gm= 4 mmol =8 meq | Monitoring: Serum Mg -KFT -BP Respirato ry rate -Patellar reflex -Urinary output | Y-site compatibility: Aciclovir, amikacin, ampicillin, aztreonam, benzylpenicillin, cefotaxime…etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.39
metoprolol tartrate,mg,no,IVP IV inf,Strength (name column): 5mg/5ml. Initial strength: 1mg/ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted / 0.1mg/ml. Standard preparation: 5mg/50ml D5W 5mg/50ml NS. Maximum concentration: 0.4mg/ml. Preparation at maximum concentration: 20mg/50ml D5W 20mg/50ml NS. Vial stability (RT/Ref): Use fresh. Rate of administration: IVP: 1–2 mg per minu te / IVPB: 30 mint.,"Special conditions: -Protect from light -Doses greater than 20mg unlikely to be beneficial | Monitoring: -ECG -Heart rate -BP Respirato ry function or oxygen saturation in at risk individual s | Y-site compatibility: Abciximab, alteplase, bivalirudin","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.40
mexiletine,mg,no,IV inf,Strength (name column): 250mg/10ml. Initial strength: 25mg/ ml. Diluents: NS D5W. Final concentration (IVP/IVPB): A loading dose is given by intravenous injection at a rate of 1 mL (25 mg) per minute. This is followed by intravenous infusion of a 500-mg/500 mL (1mg/mL) dilution in a suitable infusion solution. The initial infusion rate of the first 250 mL of the admixture is 4 mL/min over the first hour followed by infusion of the next 250 mL at 2 mL/min over the next two hours. Maintenance is performed using a 250-mg/500 mL (0.5mg/mL) dilution administered at a rate of 1 mL/min. Premixed stability (RT/Ref): 8 hrs. Rate of administration: IVPB: initial infusion rate of admixture is 4 mL/min over the first hour followed by infusion of the next 250 mL at 2 mL/min over the next two hours. Maintenanc e is performed using a 250- mg/500 mL (0.5- mg/mL) dilution administere d at a rate of 1 mL/min.,Special conditions: -It is no longer marketed in the UK as toxicity is common even at therapeutic blood concentrations -Protect from light -Give by IV infusion via a volumetric infusion device - slow IV injection at a maximum rate of 25 mg/minute (1 mL/minute) May be diluted with NaCl 0.9% or Gluc 5% to facilitate slow administration | Monitoring: -ECG -Blood pressure | Y-site compatibility: No information,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.40
midazolam,mg,no,IVP IV inf,Initial strength: 1mg/ ml 5mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted IVP / 0.5mg/ ml IVPB. Standard preparation: 50mg/ 100ml D5W 50mg/ 100ml NS. Maximum concentration: 1mg/ ml. Preparation at maximum concentration: Premixed 50mg/ 50ml D5W 50mg/ 50ml NS. Vial stability (RT/Ref): Discard after use RT / NA Ref. Premixed stability (RT/Ref): 24 hrs RT / NA Ref. Rate of administration: IVP: 2-5 mint at conc of 1-5 mg/m l IVP / IVPB: 0.5-5 mcg/kg/ min IVPB.,"Special conditions: -Can be administer IM but it's painful use only if no other route is available -Administer as per conscious sedation Protocol -dose should be calculated on ideal body weight in obese patients | Monitoring: Respirato ry and cardiovas cular status -BP | Y-site compatibility: Adrenaline, amikacin, atracurium, cisatracurium, .etc","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.40
norepinephrine,mg,no,IV inf,Initial strength: 1mg/ ml. Diluents: D5W. Final concentration (IVP/IVPB): 0.08mg/ ml. Standard preparation: 8mg/ 100ml D5W. Maximum concentration: 0.16mg/ ml. Preparation at maximum concentration: 16mg/ 100ml D5W Central Line. Vial stability (RT/Ref): Use fresh. Premixed stability (RT/Ref): 24 hrs. Rate of administration: IVPB: 2-4 mcg/min.,Special conditions: Protect from light Do not use if solution become pink or dark Do not use it undiluted Use infusion Pump IM is not recommended | Monitoring: BP HR Urine output Vital signs every 15 min Check infusion site for extravasat ions,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
oxytocin,mg,no,IV inf,Initial strength: 10U/ ml. Diluents: NS LR. Final concentration (IVP/IVPB): 0.01U/ ml. Standard preparation: 10U/ 1000ml NS. Maximum concentration: 0.06U/ ml. Preparation at maximum concentration: 30U/ 500ml NS. Vial stability (RT/Ref): Use fresh. Premixed stability (RT/Ref): Use fresh. Rate of administration: IVPB: infusion.,Special conditions: No Special Conditions | Monitoring: HR,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
pancuronium,mg,no,IVP IV inf,Initial strength: 1mg/ ml 2mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted / 0.1mg/ ml. Standard preparation: 25mg/ 250ml D5W 25mg/ 250ml NS. Maximum concentration: 1mg/ ml. Preparation at maximum concentration: 50mg/ 50ml D5W 50mg/ 50ml NS. Vial stability (RT/Ref): Discard after use. Premixed stability (RT/Ref): 48 hrs / 48 hrs. Rate of administration: IVP: 1 min / IVPB: 1mcg/kg/mi n.,Special conditions: Bolus injection is recommended over continuous infusion Sedative must be used | Monitoring: BP HR Respirato ry function Train of four,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
phenobarbital,mg,no,IVP IV inf,Initial strength: 65mg/ ml. Diluents: SWFI D5W NS. Reconstitution volume: 5-10ml. Final concentration (IVP/IVPB): Undiluted / 0-100mg/ 50ml. Maximum concentration: 65mg/ ml. Preparation at maximum concentration: >100mg/ 100ml. Vial stability (RT/Ref): Discard after use. Rate of administration: IVPB: Max 60mg/ min.,Special conditions: Avoid rapid IV infusion. Do not give by subcutaneous route. | Monitoring: BP Serum level Respirato ry Rate,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
phenylephrine,mg,no,IVP IV inf,Initial strength: 10mg/ ml. Diluents: D5W NS SWFI. Final concentration (IVP/IVPB): Dilute Iml of the 10mg/ ml solution in 9ml SWFI / 0.08mg/ ml. Standard preparation: 40mg/ 500ml D5W 40mg/ 500ml NS. Maximum concentration: 0.08mg/ ml. Preparation at maximum concentration: 40mg/ 500ml D5W 40mg/ 500ml NS. Premixed stability (RT/Ref): 48 hrs. Rate of administration: IVP: 1-2 min / IVPB: 40-80 mcg/min.,Special conditions: Protect from light Do not use if solution is brown or has any precipitate Do not refrigerate | Monitoring: BP HR,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
phenytoin,mg,no,IVP IV inf,Initial strength: 50mg/ ml. Diluents: NS. Final concentration (IVP/IVPB): NA IVP / >100mg and ≤ 500 mg in 50 ml >500mg ≤1gm in 100 ml >1gm ≤ 2.5 IVPB gm in 250ml. Standard preparation: 100mg/ 50ml NS. Maximum concentration: 10 mg/ ml. Preparation at maximum concentration: 100mg/ 50ml NS. Vial stability (RT/Ref): NA RT / NA Ref. Premixed stability (RT/Ref): 4 hrs RT / NA Ref. Rate of administration: IVP: 50 mg/ min IVP / IVPB: 30 - 60 min IVPB.,Special conditions: Do not Refrigerate Watch for precipitation | Monitoring: CBC ECG LFT BP,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.41
potassium chloride,mg,no,IV inf,Initial strength: 2meq/ ml. Diluents: D5W NS SWFI. Final concentration (IVP/IVPB): 0.08meq/ ml 0.1meq/ ml. Standard preparation: 10meq/ 100ml D5W 10meq/ 100ml NS 20meq/ 250ml D5W 20meq/ 250ml NS 40meq/ 500ml D5W 40meq/ 500ml NS. Maximum concentration: 0.4meq/ ml. Preparation at maximum concentration: 40meq/ 100ml NS. Premixed stability (RT/Ref): 24 hrs. Rate of administration: IVPB: 10meq/ hr.,"Special conditions: Never give as IV push or IM may cause instant death | Monitoring: ECG Serum K, Cl KFT","Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.42
potassium phosphat e,mg,no,IV inf,Initial strength: 4.4meq/ ml k 3mmol PO 4. Diluents: D5W NS. Final concentration (IVP/IVPB): 0.06mmol/ ml. Standard preparation: 15mmol/ 250ml D5W 15mmol/ 250ml NS1. Maximum concentration: 0.15mmol / ml. Preparation at maximum concentration: 15mmol/ 100ml D5W 15mmol/ 100ml NS2. Premixed stability (RT/Ref): 24 hrs. Rate of administration: IVPB: 4-6 hrs 2 hrs.,Monitoring: ECG Serum K KFT,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.42
procainamide,mg,no,IVP IV inf,Initial strength: 100mg/ ml. Diluents: D5W NS. Final concentration (IVP/IVPB): Undiluted / 4mg/ ml. Standard preparation: 1g/ 250ml D5W. Maximum concentration: 8mg/ ml. Preparation at maximum concentration: 2g/ 250ml D5W. Vial stability (RT/Ref): Use fresh / 24 hrs. Premixed stability (RT/Ref): 24 hrs. Rate of administration: IVP: 50mg / min / IVPB: infusion.,Special conditions: Do not Refrigerate | Monitoring: BP CBC ECG,"Adult Parenteral Dilution Manual, Jazan Specialist Hospital",JSH 2026,p.42
